,score,word
jasmine,0.0005525366000008661,jasmine
restful,0.0005525230034061636,restful
grab,0.0005518874842259727,grab
boat,0.0005514216204682673,boat
sink,0.0005513445164456816,sink
numerous,0.0005489381312441513,numerous
prez,0.0005485724495149845,prez
thanksgiving,0.0005485099303058081,thanksgiving
commute,0.0005480825637004156,commute
charlotte,0.0005477914565497995,charlotte
earplug,0.0005465386171053137,earplug
moved,0.0005458051109009012,moved
usually,0.0005456986726159454,usually
ahead,0.0005446866619395118,ahead
stroll,0.0005439684237525172,stroll
stove,0.0005439347245735879,stove
judy,0.0005435713896645892,judy
tayyab,0.0005434518248280046,tayyab
seem,0.0005429249767014388,seem
freemont,0.000542922622662924,freemont
energy,0.0005419749952757985,energy
forget,0.0005417003927941613,forget
temperature,0.0005413165256673427,temperature
attractive,0.000540726207844993,attractive
okay,0.000540576635163348,okay
conditioning,0.0005397275301200063,conditioning
beacon,0.0005394205328462235,beacon
heading,0.0005393890470121377,heading
dario,0.0005392149903045187,dario
wrong,0.0005389876998700955,wrong
interact,0.0005387560994670309,interact
mardee,0.0005378073653403012,mardee
created,0.0005376615466496926,created
record,0.0005363309279122707,record
pan,0.0005362085085566025,pan
managed,0.0005360462664205387,managed
fabio,0.0005356075082812122,fabio
georgetown,0.0005353817730927369,georgetown
eleanor,0.0005353029608955202,eleanor
ridge,0.0005350501217153587,ridge
daily,0.0005345696003512967,daily
rose,0.0005345210986940834,rose
tasty,0.0005318888253581522,tasty
phenomenal,0.0005316913104508795,phenomenal
wendy,0.0005305438927220262,wendy
priced,0.0005300106553360611,priced
steven,0.0005293735949536997,steven
plate,0.0005293597413709957,plate
hideaway,0.0005288578241930302,hideaway
beverage,0.0005282439427690413,beverage
anthony,0.0005275524643719936,anthony
rainier,0.0005257388349920986,rainier
sea,0.0005244227201348377,sea
ben,0.0005243443088381901,ben
white,0.0005240143858649316,white
terrace,0.0005234249003304727,terrace
complimentary,0.0005229162365784454,complimentary
cared,0.0005228697217899172,cared
alice,0.0005227798109855096,alice
coordinate,0.0005226275864522956,coordinate
country,0.0005225407672808036,country
screen,0.0005222443342823922,screen
east,0.0005207887580917643,east
sometimes,0.0005206590890004445,sometimes
action,0.0005204218297770306,action
seward,0.0005198822125784543,seward
smile,0.0005196092698841889,smile
ice,0.0005193419935848296,ice
missed,0.0005181911505437048,missed
breathtaking,0.0005177253893936421,breathtaking
opening,0.0005175144909263201,opening
lit,0.000517397515984748,lit
type,0.0005168984622713616,type
johnny,0.0005167231554528123,johnny
complex,0.0005164846552956775,complex
besides,0.0005151419855056585,besides
finish,0.0005146443152509921,finish
kitty,0.0005132620167966361,kitty
somewhere,0.0005130859814666235,somewhere
alternative,0.0005125219493456689,alternative
nearly,0.0005117288353881213,nearly
graham,0.0005116580660038251,graham
experienced,0.0005109346512396799,experienced
doug,0.0005080113198065166,doug
erik,0.0005071393527368364,erik
joyce,0.0005065145774028249,joyce
closed,0.0005064909268560062,closed
saul,0.0005057361489448283,saul
served,0.0005057142383573508,served
wake,0.0005053358107557754,wake
venue,0.0005040578662174639,venue
figure,0.0005036687613845021,figure
doubt,0.0005036559847357976,doubt
waking,0.0005034707951685612,waking
everyday,0.0005033116060118118,everyday
tall,0.0005028615180392849,tall
mr,0.0005018722778165376,mr
attached,0.0005005400707307621,attached
changed,0.0005004288750341134,changed
replied,0.0004999222548023308,replied
storage,0.0004998180755295182,storage
instantly,0.0004993389154553216,instantly
birthday,0.0004992477777333432,birthday
popular,0.0004992471706028551,popular
eileen,0.0004990893376286272,eileen
covered,0.000499056517568927,covered
trendy,0.0004988185024006204,trendy
cleaned,0.0004980957357856224,cleaned
secluded,0.0004973807003366032,secluded
hike,0.0004971998441401181,hike
whatever,0.0004967307308661781,whatever
connected,0.0004962955464581942,connected
please,0.0004961559887396562,please
pine,0.0004958737042713261,pine
plug,0.0004955358169761912,plug
brochure,0.0004953348295019995,brochure
keith,0.000495298478454016,keith
felix,0.0004950365399513608,felix
impeccably,0.000494526945694432,impeccably
paper,0.0004944759266609786,paper
hit,0.0004936727081655017,hit
madison,0.0004927897480819989,madison
mean,0.0004918837903344751,mean
rick,0.0004918753336755009,rick
wash,0.0004914028980091099,wash
washing,0.000489936373724081,washing
hoping,0.0004899151947885095,hoping
immediate,0.00048810519019380186,immediate
expensive,0.000487751518533102,expensive
errin,0.00048767897954964795,errin
graciously,0.00048763886499918413,graciously
alan,0.0004874030548182402,alan
ruth,0.00048630115718785325,ruth
unexpected,0.0004862321069610212,unexpected
mt,0.0004858887677293608,mt
cindy,0.0004857339406780724,cindy
enter,0.0004840724636121066,enter
ate,0.000483977285250393,ate
press,0.0004835288865850167,press
yvonne,0.00048329588135208817,yvonne
lounge,0.00048162853151369125,lounge
lily,0.000481258094970289,lily
lighting,0.0004808181728853795,lighting
keeping,0.00048057027171790077,keeping
fancy,0.000480564002548587,fancy
stress,0.00048034997033355274,stress
jeremy,0.0004794856246057286,jeremy
treehouse,0.0004793394586993452,treehouse
libby,0.00047925198941271645,libby
direct,0.00047870030250204396,direct
opened,0.00047853086964271907,opened
smaller,0.00047813827343265154,smaller
returned,0.00047689858100316833,returned
anyway,0.0004762661277101949,anyway
elisa,0.0004762212443427667,elisa
olympic,0.000475754457954112,olympic
tricky,0.00047517132154642754,tricky
wood,0.0004750844654029367,wood
stated,0.0004737217673913329,stated
blast,0.000472476795550425,blast
denise,0.0004714115214736798,denise
lost,0.0004708774411519468,lost
unbeatable,0.0004708308083370727,unbeatable
annie,0.0004700090718357368,annie
guidebook,0.0004696625766966451,guidebook
dvd,0.0004685536520918182,dvd
caf,0.00046844481201206267,caf
dee,0.0004683804881110274,dee
personality,0.00046805576126496577,personality
online,0.0004672797094517625,online
pleasantly,0.0004667534834226335,pleasantly
residence,0.0004654410709825957,residence
ellen,0.00046503742857739125,ellen
manner,0.0004647946008633109,manner
meg,0.00046311552512634963,meg
def,0.00046297623067700466,def
lunch,0.00046297033256708937,lunch
spread,0.0004625265346289423,spread
required,0.0004623285237433038,required
showing,0.00046228885725179276,showing
generally,0.0004613369165069543,generally
grill,0.00046125634053574495,grill
believe,0.00046099139845161535,believe
jacqueline,0.0004609553270937664,jacqueline
ali,0.000460785462357208,ali
finally,0.00046047440424556,finally
aspect,0.0004590836789429626,aspect
gypsy,0.0004590075479723733,gypsy
tony,0.0004587885118500776,tony
thumb,0.00045876953405947675,thumb
woman,0.00045829333373679495,woman
connie,0.00045759735176838673,connie
irmgard,0.00045749823259117633,irmgard
sharon,0.0004573242537179849,sharon
frank,0.0004568181674001474,frank
discovery,0.0004567780326108426,discovery
bought,0.00045669064249999434,bought
leaf,0.00045658043284079467,leaf
morgan,0.00045528696018739157,morgan
elena,0.00045517215685774787,elena
fair,0.00045499646750590014,fair
firm,0.00045497574361061345,firm
artistic,0.0004548879680944951,artistic
manager,0.00045294781317629733,manager
member,0.0004525788542441452,member
midnight,0.00045227906227815836,midnight
appears,0.0004521558088926742,appears
double,0.0004521141388890892,double
patient,0.00045206918199534646,patient
erika,0.0004516270476186816,erika
roberta,0.0004503873615651589,roberta
nate,0.0004496273535988419,nate
carmen,0.0004495482681159998,carmen
orange,0.0004494637875331954,orange
field,0.0004490663391823344,field
becky,0.0004488433112397483,becky
apple,0.00044812816326569106,apple
sasha,0.00044794989293919183,sasha
granola,0.00044782852691974817,granola
sorry,0.0004468252488565563,sorry
happening,0.0004466404152802949,happening
jesse,0.0004466108190779375,jesse
homely,0.0004465520489630242,homely
allison,0.0004460664692975179,allison
whether,0.0004455944379697873,whether
rosemary,0.00044530245075372836,rosemary
joel,0.00044521815876278275,joel
slightly,0.00044494252601026083,slightly
definately,0.0004447774739205335,definately
bagel,0.0004447740126679454,bagel
brunch,0.0004447490929148374,brunch
needing,0.0004443896780278597,needing
newly,0.0004443475412103819,newly
bathtub,0.0004442200257306995,bathtub
island,0.00044403385787609225,island
built,0.0004439245858490723,built
surroundings,0.0004438467344682515,surroundings
banana,0.0004436705585899161,banana
purpose,0.00044365554990851856,purpose
bri,0.0004429242041251415,bri
resident,0.00044291468308218753,resident
sign,0.0004424371040582068,sign
serene,0.0004424167829473657,serene
rich,0.0004424036835940774,rich
heating,0.0004423370643528307,heating
standard,0.000442283268230697,standard
margot,0.0004420664787341797,margot
ideally,0.0004419598597884101,ideally
non,0.0004419183489896331,non
happened,0.000441914150419699,happened
lack,0.0004417314297577792,lack
brilliant,0.00044100941349684393,brilliant
upper,0.00043964918656491035,upper
july,0.00043963103727273335,july
posted,0.0004388764156620965,posted
neha,0.00043811104166552545,neha
village,0.0004375280221251129,village
candace,0.0004371130812516148,candace
rodrigo,0.00043673243656644343,rodrigo
joshua,0.00043663069683590736,joshua
class,0.00043610991202329083,class
julia,0.00043576630902908875,julia
perk,0.00043504511776779986,perk
waited,0.00043489736999805445,waited
mail,0.0004347999042790464,mail
kt,0.0004347328490446023,kt
hop,0.00043461518729833983,hop
magazine,0.00043420300144477245,magazine
paige,0.0004341492345516968,paige
college,0.00043387316913414027,college
heidi,0.0004334057013664598,heidi
buy,0.00043337618932386336,buy
portland,0.00043328383013535446,portland
matter,0.00043313717640826814,matter
hadar,0.0004326453240163459,hadar
bottled,0.0004324960640826999,bottled
al,0.00043225086470614286,al
emma,0.00043217240421730165,emma
placed,0.00043099014497434467,placed
challenge,0.00043091763459649786,challenge
darik,0.0004296692610064905,darik
hiking,0.00042845580269873615,hiking
ella,0.00042831808197792116,ella
usual,0.00042824427229152574,usual
boy,0.0004278356823537167,boy
traveled,0.00042769914057420383,traveled
product,0.0004275885099223504,product
remodeled,0.00042687473692179636,remodeled
bottom,0.0004268412529427346,bottom
explored,0.0004262828488152722,explored
reasonably,0.000426190625929884,reasonably
carter,0.00042578692674563785,carter
wave,0.000425304972452033,wave
lillian,0.0004243282581746557,lillian
presented,0.0004237011675910812,presented
curtain,0.00042350574305880315,curtain
closer,0.00042343712609526875,closer
cory,0.0004233001010616408,cory
reached,0.00042317342930203754,reached
anybody,0.00042277245060052865,anybody
piece,0.00042252336334082125,piece
somewhat,0.000422057066196464,somewhat
mandy,0.00042195823126334224,mandy
skylight,0.0004216593656789936,skylight
based,0.0004205902227565257,based
harriet,0.00041994344483079924,harriet
eliza,0.00041980656466108346,eliza
hospital,0.0004195250289036463,hospital
derek,0.00041952151261047757,derek
limited,0.0004194262477058562,limited
library,0.00041918463943179377,library
greeting,0.00041827111941981893,greeting
martin,0.00041779722441291113,martin
confortable,0.0004175972103989845,confortable
tasteful,0.00041734427776826466,tasteful
traveller,0.0004168810566879141,traveller
ear,0.0004157422662414289,ear
cake,0.0004154463897613181,cake
allow,0.00041538316003085924,allow
bridge,0.0004151526674670858,bridge
seriously,0.0004139218739057057,seriously
saturday,0.00041376734698097693,saturday
peace,0.0004127087278618749,peace
respected,0.00041250713624246116,respected
manuela,0.0004122378393262965,manuela
straightforward,0.0004117942039518031,straightforward
harry,0.0004114661840874207,harry
nikki,0.00041110231863423423,nikki
likely,0.0004105712878240989,likely
marne,0.0004099900454718973,marne
texted,0.0004097101828668098,texted
impeccable,0.0004093069492205868,impeccable
luyao,0.0004088559070761335,luyao
burke,0.0004088413862340148,burke
marcus,0.0004086746685797225,marcus
reliable,0.0004083148157331127,reliable
suzanne,0.00040758673374602535,suzanne
post,0.00040693759743995136,post
actual,0.0004065768434894127,actual
minimal,0.0004065215153337884,minimal
carriage,0.0004064931732917242,carriage
woke,0.0004051497966413542,woke
keyless,0.0004051356512337457,keyless
jakub,0.00040425882441073115,jakub
reachable,0.00040332565245319315,reachable
budget,0.00040329202401132773,budget
mix,0.0004026728116266532,mix
man,0.0004026082445473517,man
missing,0.0004025957338492147,missing
concerned,0.0004025796271196681,concerned
fixed,0.000402265846385794,fixed
sweetest,0.0004018769630675629,sweetest
thankful,0.0004014089817348815,thankful
worried,0.00040109169817347765,worried
carolyn,0.0004008668234163431,carolyn
eats,0.00040040084299346076,eats
cherie,0.00039993757141747644,cherie
save,0.0003999270529265828,save
hall,0.0003996146581254091,hall
robin,0.0003994995462462738,robin
jeanie,0.00039912810088682776,jeanie
craftsman,0.00039899936336289666,craftsman
school,0.00039889210741202505,school
lee,0.0003987365851311633,lee
saved,0.00039845385114959986,saved
anticipated,0.0003983003769821336,anticipated
creative,0.00039801098535037304,creative
name,0.000397966446862499,name
con,0.00039768506582687926,con
expecting,0.0003974620519044736,expecting
plant,0.00039713149381179034,plant
history,0.00039695910471631836,history
office,0.0003969127721090973,office
counter,0.0003965931669493046,counter
red,0.0003964381097907143,red
marian,0.00039614782170963237,marian
importantly,0.00039592497946020963,importantly
manual,0.00039569780891833214,manual
written,0.00039537342159695496,written
quarter,0.0003952830602004405,quarter
plane,0.00039477845683604564,plane
scone,0.0003946337505927713,scone
yoga,0.00039461731306137754,yoga
chilly,0.0003936422062384894,chilly
suitcase,0.0003932903736412159,suitcase
fall,0.0003928955324850307,fall
frequently,0.0003922108574921592,frequently
crazy,0.0003919744620005834,crazy
seatac,0.00039101089262310305,seatac
oven,0.00039098852395889487,oven
adjacent,0.00039096001979737835,adjacent
present,0.0003901760933630622,present
prefer,0.00038990699315099865,prefer
flexibility,0.0003896205305806394,flexibility
resource,0.00038954562510196394,resource
introduced,0.00038933275916472473,introduced
speak,0.00038927861489278346,speak
uncomfortable,0.00038896603515905533,uncomfortable
paid,0.0003886419408669288,paid
hostel,0.0003885698765508921,hostel
fluffy,0.00038838876562792893,fluffy
bowl,0.00038794444684757124,bowl
coast,0.00038764071599356974,coast
jamilah,0.00038741136483988215,jamilah
hosted,0.0003867685508721968,hosted
mid,0.00038666273896026935,mid
sweetheart,0.00038588591442935074,sweetheart
gilman,0.0003857964769033651,gilman
winter,0.00038577806307631536,winter
odd,0.0003850295081308674,odd
kindness,0.0003844818696504147,kindness
availability,0.0003844058816707984,availability
nook,0.0003841359960793808,nook
cross,0.00038404358330265193,cross
escape,0.000383865197990686,escape
jim,0.0003834153413879486,jim
cleaner,0.00038300569137579836,cleaner
caroline,0.00038271734186535306,caroline
ross,0.0003820509020338481,ross
mall,0.00038112521597502785,mall
sam,0.00038081866427364336,sam
cheese,0.0003798816262621778,cheese
hardly,0.0003798290121136881,hardly
cheryl,0.0003792080307835403,cheryl
hi,0.00037905697985822696,hi
equipment,0.000378990044989254,equipment
delighted,0.0003786387970956617,delighted
dropped,0.00037853335128815895,dropped
avenue,0.00037808450829710633,avenue
avoid,0.00037775560202518683,avoid
madrona,0.00037770354211960475,madrona
reviewer,0.0003761126528808827,reviewer
stand,0.00037584033828388165,stand
genuinely,0.000374872174924894,genuinely
donut,0.00037414019951395285,donut
liam,0.0003739852121482615,liam
represented,0.00037342392063419725,represented
co,0.00037336948955596626,co
known,0.000373298815153681,known
settle,0.000373105709917891,settle
artsy,0.000372987938267418,artsy
regular,0.0003725602884649627,regular
team,0.0003716962320838313,team
cherry,0.0003714485314874332,cherry
familiar,0.0003713610858982932,familiar
caleb,0.00037133841562537307,caleb
pro,0.0003710283521744591,pro
linda,0.00037099760979897306,linda
bbq,0.0003708272278246526,bbq
eye,0.00036982919423706205,eye
emp,0.000369736382682439,emp
starting,0.0003695343551839703,starting
alley,0.00036940403974340224,alley
durwood,0.0003693772936540009,durwood
accomodations,0.00036891418760334695,accomodations
nature,0.00036787613383907177,nature
sometime,0.0003675512662138369,sometime
nestled,0.0003673800666263902,nestled
maggie,0.00036683447673096364,maggie
blue,0.00036671965843808026,blue
freshly,0.0003660849362883739,freshly
describe,0.0003660364926998767,describe
kazami,0.0003658610025750709,kazami
spa,0.00036570115244229453,spa
recent,0.00036511999669622865,recent
ladder,0.0003645161165459404,ladder
rex,0.00036396854198867713,rex
respect,0.0003637305744517884,respect
seating,0.0003632325131300408,seating
tammi,0.00036236426917804184,tammi
wireless,0.00036235354997285024,wireless
tessa,0.0003623422274358259,tessa
cramped,0.00036228325851972,cramped
sad,0.00036183075324998484,sad
passing,0.00036169726036551893,passing
comment,0.0003616558706216206,comment
shape,0.0003615465274238688,shape
golden,0.0003606315514963292,golden
strip,0.00036025977263868457,strip
marshall,0.00035982143625021463,marshall
outfitted,0.0003595425588728513,outfitted
easygoing,0.0003586129698545619,easygoing
arboretum,0.0003582527104462253,arboretum
mine,0.0003577594680721418,mine
jasen,0.00035772736010727637,jasen
initial,0.0003576461539937152,initial
solid,0.0003572978635415157,solid
ed,0.0003567383702773455,ed
northwest,0.0003566470755438686,northwest
introduction,0.000356620795132238,introduction
sparkling,0.0003561698333054959,sparkling
keurig,0.0003554356981760617,keurig
touring,0.0003553952977798177,touring
dennis,0.00035522636484224874,dennis
andre,0.0003548138482499649,andre
user,0.0003539430767012045,user
delay,0.00035389107463946004,delay
safeco,0.0003538783643042112,safeco
relative,0.000353850687807168,relative
specific,0.0003538269818593256,specific
shellie,0.0003537542394439338,shellie
qfc,0.00035286593276415173,qfc
body,0.0003527138503574541,body
perhaps,0.00035269053027684323,perhaps
obviously,0.0003526862793878221,obviously
stephen,0.00035250997616576566,stephen
assistance,0.00035245358964035116,assistance
playground,0.00035243716175151684,playground
address,0.00035242357568901673,address
drawback,0.0003521474038097293,drawback
remember,0.00035179603559222733,remember
fix,0.0003517139904857535,fix
cereal,0.0003516810449675133,cereal
friday,0.00035130270354667925,friday
sally,0.0003512839328463839,sally
tenant,0.0003509393248283135,tenant
logistics,0.0003508410204025552,logistics
jeanna,0.00034998529541980876,jeanna
lay,0.00034998273504056464,lay
vancouver,0.00034926953945850107,vancouver
warmth,0.0003492253129064053,warmth
joanna,0.00034889823445802894,joanna
query,0.0003481995810511021,query
includes,0.0003480541627272016,includes
cutest,0.00034743544532368716,cutest
spice,0.0003470626580031834,spice
break,0.0003467930327109901,break
funny,0.0003467111030621618,funny
eastlake,0.000346699780408033,eastlake
barely,0.00034651783047343255,barely
foam,0.0003465128153120796,foam
strong,0.0003463307284214219,strong
sanjaya,0.0003462635614979301,sanjaya
aunt,0.0003459484980526782,aunt
metro,0.00034552581982241694,metro
treated,0.0003452499505999114,treated
animal,0.0003449564323255961,animal
eager,0.0003449160176662909,eager
additionally,0.0003438464628504989,additionally
attended,0.0003436796941535852,attended
regard,0.0003436739797220352,regard
accessing,0.00034363419725543437,accessing
disturbing,0.0003433323178101443,disturbing
understand,0.0003432853027546339,understand
gary,0.00034180371275615526,gary
liza,0.0003413827289426818,liza
dana,0.0003405193700489839,dana
farm,0.00034039707497074146,farm
meant,0.00034026664658037424,meant
color,0.0003400513432316836,color
surely,0.0003399102628307233,surely
period,0.0003391324415663379,period
nest,0.0003389565482406834,nest
tranquil,0.0003388745188326133,tranquil
sat,0.000338774753290461,sat
edwin,0.0003386501859721944,edwin
pacific,0.0003385669525463986,pacific
material,0.0003381637156460845,material
hallway,0.000337879421854954,hallway
fault,0.0003369887322118681,fault
fee,0.00033677500649850707,fee
camille,0.0003367379783934632,camille
joseph,0.0003357008194842089,joseph
biking,0.0003355224508357002,biking
mario,0.00033527976370370684,mario
stopped,0.0003351988190887541,stopped
finished,0.0003346938735501434,finished
journey,0.00033457735255488147,journey
colleague,0.00033448256997100674,colleague
lene,0.000334242316139742,lene
tough,0.0003332944254020865,tough
seahawks,0.00033326417075897976,seahawks
stellar,0.0003328429729828327,stellar
engaging,0.0003320133704280442,engaging
knowing,0.0003315250161963931,knowing
magnolia,0.0003309358036746729,magnolia
onto,0.0003302722243643327,onto
towards,0.000329864101720868,towards
celine,0.0003297646037869481,celine
player,0.0003296901121543874,player
noelle,0.0003289303036956284,noelle
imagined,0.000328864773077205,imagined
particular,0.0003288121252202833,particular
inexpensive,0.000328350397293975,inexpensive
attend,0.00032826067045993803,attend
sensitive,0.00032797048417717195,sensitive
kathleen,0.00032717539031640785,kathleen
chihuly,0.0003267783196727318,chihuly
winnie,0.0003266680693038751,winnie
troll,0.0003265227794736602,troll
ocean,0.000326352173201964,ocean
dishwasher,0.00032622443996110527,dishwasher
carrie,0.0003256148809908885,carrie
kettle,0.00032533975569393165,kettle
exchange,0.0003251294495458303,exchange
dominick,0.00032507260678830014,dominick
scene,0.000324886088116974,scene
housemate,0.0003245077974059328,housemate
app,0.00032434297673623966,app
noticed,0.0003241222606768493,noticed
immensely,0.00032369455796761473,immensely
sushi,0.00032344746641642066,sushi
pic,0.00032326158122984126,pic
courtyard,0.00032315700090184,courtyard
smart,0.00032287010051317634,smart
changing,0.0003227724837227551,changing
freddie,0.0003227060450699999,freddie
tired,0.00032267134664258656,tired
excited,0.00032246366405412174,excited
discover,0.00032233957124850774,discover
susy,0.00032221601058223074,susy
jack,0.0003221870973657123,jack
riani,0.0003218711041850988,riani
cheerful,0.0003218240470011646,cheerful
japanese,0.00032168244828297736,japanese
knowledgable,0.0003215751015861559,knowledgable
reserved,0.0003210923048895621,reserved
angelica,0.00032045157902216195,angelica
anniversary,0.000320365618077432,anniversary
permit,0.0003202251448836571,permit
among,0.0003200836317855059,among
pre,0.00031996682637230807,pre
drinking,0.0003198581050694655,drinking
smelled,0.00031980786226464653,smelled
soaking,0.00031967491752879273,soaking
connect,0.000319320630794517,connect
dave,0.00031901216882860943,dave
cheer,0.00031892012523350867,cheer
ana,0.00031819028420523594,ana
bird,0.0003179264757270997,bird
television,0.00031777550143296336,television
amtrak,0.0003169255020358438,amtrak
electric,0.0003167804463450694,electric
equally,0.00031667204576247903,equally
packed,0.0003166718853327215,packed
pier,0.0003162820793275516,pier
sculpture,0.0003162585628062678,sculpture
rd,0.00031571088324472207,rd
spare,0.0003156928403826909,spare
aside,0.0003154973627907038,aside
noted,0.000315397532087422,noted
round,0.000315199243914859,round
plentiful,0.0003150221845272477,plentiful
ted,0.00031497997873223367,ted
control,0.0003144143778521969,control
henry,0.0003143427333306157,henry
behaved,0.0003134384254433117,behaved
compared,0.00031330444579752767,compared
insight,0.00031136392206985026,insight
range,0.0003113141811263342,range
den,0.0003111741441348543,den
pristine,0.00031098274462887664,pristine
frequent,0.0003109486667486555,frequent
drawer,0.0003101453816157606,drawer
famous,0.00030983421221535313,famous
asking,0.00030973225404993117,asking
arrange,0.00030921507940517384,arrange
shoe,0.00030888232018914014,shoe
emailed,0.0003088501883265328,emailed
coolest,0.00030858677719500504,coolest
normal,0.0003081371533371979,normal
california,0.00030777203785146116,california
informed,0.00030746444177927725,informed
jeanette,0.00030731384295080175,jeanette
upscale,0.0003065844550915374,upscale
accomodation,0.0003063962976393361,accomodation
ability,0.0003063725383366125,ability
theater,0.0003063108794331884,theater
student,0.00030572706045896866,student
responds,0.0003056793081784657,responds
requested,0.00030565925510142914,requested
hilly,0.0003054720636819133,hilly
hello,0.0003054380985270908,hello
throw,0.00030533348248456844,throw
healthy,0.00030525194806825653,healthy
express,0.0003050739926659084,express
sauna,0.00030462358704319353,sauna
keypad,0.0003046154133960198,keypad
patricia,0.0003044496577927427,patricia
matched,0.0003041851504560415,matched
stone,0.0003038101180911785,stone
harbor,0.0003033023146887718,harbor
depicted,0.0003029858494563572,depicted
baker,0.0003026852606750919,baker
devin,0.0003026070134479543,devin
talked,0.00030252523220019125,talked
colorful,0.0003024252924380738,colorful
ari,0.0003023797289768884,ari
impressive,0.00030231800633108153,impressive
security,0.00030200390268558873,security
elevator,0.00030181058372579536,elevator
zachary,0.0003017569732926807,zachary
rock,0.0003013384855001311,rock
nervous,0.0003011549273635407,nervous
compact,0.00030112389080877227,compact
example,0.0003010704895691013,example
tracy,0.0003010290196864817,tracy
difficulty,0.00030076656385805687,difficulty
richard,0.0003005724377044421,richard
gavin,0.0003004199542354004,gavin
wide,0.0003002497037436576,wide
authentic,0.00030024480772998985,authentic
footstep,0.0003001403688882987,footstep
became,0.0003000165798552521,became
club,0.0002999631311550413,club
section,0.0002998675630172776,section
desdemona,0.0002992763661412418,desdemona
impression,0.0002992332972155218,impression
coordinating,0.000299223448924445,coordinating
marcell,0.0002988910631407288,marcell
restroom,0.00029875541902648814,restroom
bringing,0.00029856824139030865,bringing
balance,0.00029843415159592216,balance
unobtrusive,0.0002983264541014067,unobtrusive
boutique,0.00029829776630979524,boutique
nina,0.00029823108710955566,nina
realize,0.0002981148957488921,realize
land,0.00029810292655622065,land
chinatown,0.0002980331810997774,chinatown
pup,0.000297916303518746,pup
merchant,0.0002975929579010912,merchant
justin,0.0002974982798745234,justin
saying,0.00029735628186157567,saying
julien,0.00029724587906332985,julien
mariel,0.00029693037913266715,mariel
detergent,0.0002968477989384696,detergent
picking,0.0002967716639683627,picking
alicia,0.0002965511135709712,alicia
english,0.0002953274707638456,english
tj,0.00029478829608773634,tj
ensured,0.0002947530512988724,ensured
occasion,0.00029453127589830296,occasion
fish,0.0002940242801521632,fish
theresa,0.0002938015027884037,theresa
initially,0.0002937311920375627,initially
benson,0.0002934077063545069,benson
romantic,0.00029329112576133163,romantic
obvious,0.000293243935018542,obvious
lea,0.0002931825653464957,lea
individual,0.0002931211832882171,individual
nathan,0.00029296352701923173,nathan
geoff,0.00029265445516892734,geoff
huong,0.00029259582010281334,huong
hande,0.0002925849784596544,hande
cruise,0.00029254558646094395,cruise
ironing,0.0002924800667342083,ironing
beforehand,0.00029164760220354443,beforehand
aaron,0.0002915645057963658,aaron
chatted,0.0002914313670548327,chatted
comforting,0.0002907259371667493,comforting
elsewhere,0.00029065349586426597,elsewhere
downhill,0.0002901672225328717,downhill
lc,0.0002899433791479459,lc
oatmeal,0.00028930526871754275,oatmeal
thrilled,0.0002892424657988625,thrilled
cole,0.00028901166247553687,cole
ralph,0.0002889913279872565,ralph
vehicle,0.0002888267119181641,vehicle
lana,0.0002887813591218979,lana
fellow,0.0002886056572906544,fellow
computer,0.00028856138492935,computer
solo,0.0002883262404692275,solo
slow,0.0002882802684359972,slow
darling,0.0002877022285873218,darling
constant,0.00028768502616013394,constant
en,0.0002875621538617901,en
thinking,0.00028752854224760316,thinking
lush,0.00028743976509615674,lush
rush,0.0002873474531157075,rush
randy,0.000287127128884483,randy
brooke,0.00028644837808927795,brooke
paula,0.00028630931970710535,paula
decision,0.0002861999789475592,decision
send,0.0002854654005117049,send
cody,0.0002853296821353531,cody
boot,0.0002852902839402727,boot
luckily,0.0002850641424324082,luckily
akiko,0.00028482872030590904,akiko
michele,0.00028480642273384383,michele
sufficient,0.00028479136965281596,sufficient
elegant,0.00028460827263359164,elegant
none,0.0002843742392567521,none
advise,0.0002842986355002046,advise
crib,0.00028390361637200157,crib
concert,0.0002838528298950283,concert
leo,0.0002834873880482125,leo
typical,0.0002833762132503054,typical
delivered,0.00028335730320375863,delivered
caught,0.0002832616115859894,caught
ad,0.0002831754025243165,ad
dad,0.0002827673443645951,dad
challenging,0.0002827639833281873,challenging
happen,0.0002826281574974925,happen
westlake,0.0002824965659834228,westlake
repeat,0.00028219426031883527,repeat
honeymoon,0.0002820406656188443,honeymoon
per,0.00028201733870647245,per
lined,0.0002819526746037371,lined
guess,0.0002818647096854039,guess
carsten,0.0002818224293809341,carsten
jonathan,0.00028178863418686843,jonathan
match,0.0002815782433226084,match
cris,0.00028122666605904123,cris
oriented,0.0002811533270051037,oriented
scenic,0.0002809721888083026,scenic
appeared,0.0002805550091675815,appeared
allows,0.0002804178766297842,allows
unwind,0.00028026280257634656,unwind
unable,0.00027992061175084255,unable
trailer,0.0002798184663422753,trailer
drag,0.0002795193890365654,drag
headed,0.00027947977137200193,headed
commercial,0.0002794563994900924,commercial
instant,0.00027922100972729743,instant
refreshing,0.000278812072798067,refreshing
stevie,0.0002787301127432156,stevie
bicycle,0.000278611870891159,bicycle
robe,0.00027830877441090786,robe
flora,0.0002782940174430368,flora
posting,0.000277969711407822,posting
borrow,0.00027784023071283573,borrow
tiberio,0.00027705264029912423,tiberio
explain,0.0002763041553460138,explain
feedback,0.00027628199345179795,feedback
package,0.0002761084793808663,package
cam,0.00027603543429010425,cam
lead,0.00027580257996512433,lead
